psgc_code,name,submun,city,province
137605061,Barangay 61,,Pasay,Metro Manila
137605062,Barangay 62,,Pasay,Metro Manila
137605063,Barangay 63,,Pasay,Metro Manila
137605064,Barangay 64,,Pasay,Metro Manila
137605065,Barangay 65,,Pasay,Metro Manila
137605066,Barangay 66,,Pasay,Metro Manila
137605067,Barangay 67,,Pasay,Metro Manila
137605068,Barangay 68,,Pasay,Metro Manila
137605069,Barangay 69,,Pasay,Metro Manila
137605070,Barangay 70,,Pasay,Metro Manila
137605071,Barangay 71,,Pasay,Metro Manila
137605072,Barangay 72,,Pasay,Metro Manila
137605073,Barangay 73,,Pasay,Metro Manila
137605074,Barangay 74,,Pasay,Metro Manila
137605075,Barangay 75,,Pasay,Metro Manila
137605076,Barangay 76,,Pasay,Metro Manila
137605077,Barangay 77,,Pasay,Metro Manila
137605078,Barangay 78,,Pasay,Metro Manila
137605079,Barangay 79,,Pasay,Metro Manila
137605080,Barangay 80,,Pasay,Metro Manila
137605081,Barangay 81,,Pasay,Metro Manila
137605082,Barangay 82,,Pasay,Metro Manila
137605083,Barangay 83,,Pasay,Metro Manila
137605084,Barangay 84,,Pasay,Metro Manila
137605085,Barangay 85,,Pasay,Metro Manila
137605086,Barangay 86,,Pasay,Metro Manila
137605087,Barangay 87,,Pasay,Metro Manila
137605088,Barangay 88,,Pasay,Metro Manila
137605089,Barangay 89,,Pasay,Metro Manila
137605090,Barangay 90,,Pasay,Metro Manila
137605091,Barangay 91,,Pasay,Metro Manila
137605092,Barangay 92,,Pasay,Metro Manila
137605093,Barangay 93,,Pasay,Metro Manila
137605094,Barangay 94,,Pasay,Metro Manila
137605095,Barangay 95,,Pasay,Metro Manila
137605096,Barangay 96,,Pasay,Metro Manila
137605097,Barangay 97,,Pasay,Metro Manila
137605098,Barangay 98,,Pasay,Metro Manila
137605099,Barangay 99,,Pasay,Metro Manila
137605100,Barangay 100,,Pasay,Metro Manila
137605101,Barangay 101,,Pasay,Metro Manila
137605102,Barangay 102,,Pasay,Metro Manila
137605103,Barangay 103,,Pasay,Metro Manila
137605104,Barangay 104,,Pasay,Metro Manila
137605105,Barangay 105,,Pasay,Metro Manila
137605106,Barangay 106,,Pasay,Metro Manila
137605107,Barangay 107,,Pasay,Metro Manila
137605108,Barangay 108,,Pasay,Metro Manila
137605109,Barangay 109,,Pasay,Metro Manila
137605110,Barangay 110,,Pasay,Metro Manila
137605111,Barangay 111,,Pasay,Metro Manila
137605112,Barangay 112,,Pasay,Metro Manila
137605113,Barangay 113,,Pasay,Metro Manila
137605114,Barangay 114,,Pasay,Metro Manila
137605115,Barangay 115,,Pasay,Metro Manila
137605116,Barangay 116,,Pasay,Metro Manila
137605117,Barangay 117,,Pasay,Metro Manila
137605118,Barangay 118,,Pasay,Metro Manila
137605119,Barangay 119,,Pasay,Metro Manila
137605120,Barangay 120,,Pasay,Metro Manila
137605121,Barangay 121,,Pasay,Metro Manila
137605122,Barangay 122,,Pasay,Metro Manila
137605123,Barangay 123,,Pasay,Metro Manila
137605124,Barangay 124,,Pasay,Metro Manila
137605125,Barangay 125,,Pasay,Metro Manila
137605126,Barangay 126,,Pasay,Metro Manila
137605127,Barangay 127,,Pasay,Metro Manila
137605128,Barangay 128,,Pasay,Metro Manila
137605129,Barangay 129,,Pasay,Metro Manila
137605130,Barangay 130,,Pasay,Metro Manila
137605131,Barangay 131,,Pasay,Metro Manila
137605132,Barangay 132,,Pasay,Metro Manila
137605133,Barangay 133,,Pasay,Metro Manila
137605134,Barangay 134,,Pasay,Metro Manila
137605135,Barangay 135,,Pasay,Metro Manila
137605136,Barangay 136,,Pasay,Metro Manila
137605137,Barangay 137,,Pasay,Metro Manila
137605138,Barangay 138,,Pasay,Metro Manila
137605139,Barangay 139,,Pasay,Metro Manila
137605140,Barangay 140,,Pasay,Metro Manila
137605141,Barangay 141,,Pasay,Metro Manila
137605142,Barangay 142,,Pasay,Metro Manila
137605143,Barangay 143,,Pasay,Metro Manila
137605144,Barangay 144,,Pasay,Metro Manila
137605145,Barangay 145,,Pasay,Metro Manila
137605146,Barangay 146,,Pasay,Metro Manila
137605147,Barangay 147,,Pasay,Metro Manila
137605148,Barangay 148,,Pasay,Metro Manila
137605149,Barangay 149,,Pasay,Metro Manila
137605150,Barangay 150,,Pasay,Metro Manila
137605151,Barangay 151,,Pasay,Metro Manila
137605152,Barangay 152,,Pasay,Metro Manila
137605153,Barangay 153,,Pasay,Metro Manila
137605154,Barangay 154,,Pasay,Metro Manila
137605155,Barangay 155,,Pasay,Metro Manila
137605156,Barangay 156,,Pasay,Metro Manila
137605157,Barangay 157,,Pasay,Metro Manila
137605158,Barangay 158,,Pasay,Metro Manila
137605159,Barangay 159,,Pasay,Metro Manila
137605160,Barangay 160,,Pasay,Metro Manila
137605161,Barangay 161,,Pasay,Metro Manila
137605162,Barangay 162,,Pasay,Metro Manila
137605163,Barangay 163,,Pasay,Metro Manila
137605164,Barangay 164,,Pasay,Metro Manila
137605165,Barangay 165,,Pasay,Metro Manila
137605166,Barangay 166,,Pasay,Metro Manila
137605167,Barangay 167,,Pasay,Metro Manila
137605168,Barangay 168,,Pasay,Metro Manila
137605169,Barangay 169,,Pasay,Metro Manila
137605170,Barangay 170,,Pasay,Metro Manila
137605171,Barangay 171,,Pasay,Metro Manila
137605172,Barangay 172,,Pasay,Metro Manila
137605173,Barangay 173,,Pasay,Metro Manila
137605174,Barangay 174,,Pasay,Metro Manila
137605175,Barangay 175,,Pasay,Metro Manila
137605176,Barangay 176,,Pasay,Metro Manila
137605177,Barangay 177,,Pasay,Metro Manila
137605178,Barangay 178,,Pasay,Metro Manila
137605179,Barangay 179,,Pasay,Metro Manila
137605180,Barangay 180,,Pasay,Metro Manila
137605181,Barangay 181,,Pasay,Metro Manila
137605182,Barangay 182,,Pasay,Metro Manila
137605183,Barangay 183,,Pasay,Metro Manila
137605184,Barangay 184,,Pasay,Metro Manila
137605185,Barangay 185,,Pasay,Metro Manila
137605186,Barangay 186,,Pasay,Metro Manila
137605187,Barangay 187,,Pasay,Metro Manila
137605188,Barangay 188,,Pasay,Metro Manila
137605189,Barangay 189,,Pasay,Metro Manila
137605190,Barangay 190,,Pasay,Metro Manila
137605191,Barangay 191,,Pasay,Metro Manila
137605192,Barangay 192,,Pasay,Metro Manila
137605193,Barangay 193,,Pasay,Metro Manila
137605194,Barangay 194,,Pasay,Metro Manila
137605195,Barangay 195,,Pasay,Metro Manila
137605196,Barangay 196,,Pasay,Metro Manila
137605197,Barangay 197,,Pasay,Metro Manila
137605198,Barangay 198,,Pasay,Metro Manila
137605199,Barangay 199,,Pasay,Metro Manila
137605200,Barangay 200,,Pasay,Metro Manila
137605201,Barangay 201,,Pasay,Metro Manila
137606000,PATEROS,,,Metro Manila
137606001,Aguho,,Pateros,Metro Manila
137606002,Magtanggol,,Pateros,Metro Manila
137606003,Martires Del 96,,Pateros,Metro Manila
137606004,Poblacion,,Pateros,Metro Manila
137606005,San Pedro,,Pateros,Metro Manila
137606006,San Roque,,Pateros,Metro Manila
137606007,Santa Ana,,Pateros,Metro Manila
137606008,Santo Rosario-Kanluran,,Pateros,Metro Manila
137606009,Santo Rosario-Silangan,,Pateros,Metro Manila
137606010,Tabacalera,,Pateros,Metro Manila
137607000,CITY OF TAGUIG,,,Metro Manila
137607001,Tanyag (Bagong Tanyag),,Taguig,Metro Manila
137607002,Bagumbayan,,Taguig,Metro Manila
137607003,Bambang,,Taguig,Metro Manila
137607004,Calzada,,Taguig,Metro Manila
137607005,Hagonoy,,Taguig,Metro Manila
137607006,Ibayo-Tipas,,Taguig,Metro Manila
137607007,Ligid-Tipas,,Taguig,Metro Manila
137607008,Lower Bicutan,,Taguig,Metro Manila
137607009,Maharlika Village,,Taguig,Metro Manila
137607010,Napindan,,Taguig,Metro Manila
137607011,Palingon,,Taguig,Metro Manila
137607012,Santa Ana,,Taguig,Metro Manila
137607013,Central Signal Village (Signal Village),,Taguig,Metro Manila
137607014,Tuktukan,,Taguig,Metro Manila
137607015,Upper Bicutan,,Taguig,Metro Manila
137607016,Ususan,,Taguig,Metro Manila
137607017,Wawa,,Taguig,Metro Manila
137607018,Western Bicutan,,Taguig,Metro Manila
137607019,Central Bicutan,,Taguig,Metro Manila
137607020,Fort Bonifacio,,Taguig,Metro Manila
137607021,Katuparan,,Taguig,Metro Manila
137607022,New Lower Bicutan,,Taguig,Metro Manila
137607023,North Daang Hari,,Taguig,Metro Manila
137607024,North Signal Village,,Taguig,Metro Manila
137607025,Pinagsama,,Taguig,Metro Manila
137607026,San Miguel,,Taguig,Metro Manila
137607027,South Daang Hari,,Taguig,Metro Manila
137607028,South Signal Village,,Taguig,Metro Manila
